checkin,checkout,fuzzy_score,latitude,longitude,scraped_date,Competitive Status,destination,tbo_hotelcode,tbo_hotelname,tbo_chainname,thirdparty,thirdparty_price,tbo_price,price_diff_perc,suppliername,tbo_latitude,tbo_longitude,apw_bucket_new,checkin_day,checkout_day
2026-06-19,2026-06-20,80,12.91447,100.880539,6/15/2026,Losing,Pattaya,6445321,TYCOON PLACE GARDEN,,Otilla,2158,3371.56,-56.23540315,,12.922861,100.881173,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,80,12.9260387,100.87571,6/15/2026,Losing,Pattaya,1386726,Copa Hotel,Independent,Otilla,1283,2499.68,-94.83086516,,12.927541,100.876084,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,80,12.9273825,100.87616,6/15/2026,Losing,Pattaya,1023366,The Ambiance,Independent,Otilla,2407,2488.61,-3.390527628,,12.927382,100.876162,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,80,12.9538975,100.887177,6/15/2026,Losing,Pattaya,1174022,Let s Hyde Pattaya Resort & Villas,Independent,Otilla,2969,2979.55,-0.355338498,,12.954249,100.887467,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,81,12.9088535,100.902351,6/15/2026,Winning,Pattaya,1706519,Retreat Resort Pattaya,Independent,Otilla,1951,1948.62,0.121988724,,12.908854,100.902351,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,81,12.9325466,100.899895,6/15/2026,Winning,Pattaya,1557074,The Park Pattaya,Independent,Otilla,3094,2725.27,11.91758242,,12.93135,100.89901,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,81,12.94932,100.894936,6/15/2026,Losing,Pattaya,1484853,Hotel J Residence,Independent,Otilla,2384,2456.53,-3.042365772,,12.949315,100.894787,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,82,12.9283962,100.884293,6/15/2026,Losing,Pattaya,1386711,18 Coins Cafe & Hostel,Independent,Otilla,1816,1852.15,-1.990638767,,12.928409,100.884439,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,82,12.959959,100.8936,6/15/2026,Winning,Pattaya,1023530,Sawasdee Place Hotel,Independent,Otilla,1944,1722.62,11.38786008,,12.960131,100.893205,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,83,12.92101,100.860657,6/15/2026,Losing,Pattaya,1266887,Mountain Beach Hotel,Independent,Otilla,2328,2413.32,-3.664948454,,12.92101,100.86066,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,83,12.93052,100.883644,6/15/2026,Losing,Pattaya,5013098,Pattaya Central Sea View Pool Suite,Independent,Otilla,4219,5460.14,-29.41787153,,12.931792,100.88109,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,84,12.8823872,100.882477,6/15/2026,Winning,Pattaya,5013041,A2Sea Hotel Pattaya,Independent,Otilla,7972,3073.93,61.44091821,,12.884214,100.88322,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,84,12.9281015,100.885864,6/15/2026,Losing,Pattaya,6481717,Malee Guesthouse & Restaurant,,Otilla,1727,1739.79,-0.74059062,,12.928102,100.885866,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,85,12.8745852,100.888512,6/15/2026,Losing,Pattaya,6461486,Scandia beach hotel,,Otilla,1038,1324.86,-27.63583815,,12.874585,100.888508,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,85,12.9118748,100.869545,6/15/2026,Winning,Pattaya,6490001,Me U Hostel Pattaya,,Otilla,1729,1725.4,0.20821284,,12.911875,100.869545,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,85,12.9210854,100.870346,6/15/2026,Winning,Pattaya,1360944,Signature Pattaya Hotel,Independent,Otilla,4187,4098.83,2.105803678,,12.923354,100.872082,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,86,12.91948,100.8836,6/15/2026,Winning,Pattaya,6674727,Apartment X5,,Otilla,3545,2350.76,33.68801128,,12.915837,100.875172,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,86,12.9252367,100.874146,6/15/2026,Losing,Pattaya,1078021,The Golden Ville Boutique Hotel & Spa,Independent,Otilla,2240,3562.75,-59.05133929,,12.928773,100.879447,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,86,12.9498405,100.895164,6/15/2026,Winning,Pattaya,1620013,J Inspired Hotel Pattaya,Independent,Otilla,5412,5370.88,0.759793052,,12.949841,100.895167,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,87,12.9103022,100.857185,6/15/2026,Winning,Pattaya,1027429,Centara Grand Phratamnak Pattaya,Independent,Otilla,7111,4031.03,43.31275489,,12.90966,100.857692,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,87,12.9272327,100.877174,6/15/2026,Winning,Pattaya,6444538,The Lodge Pattaya,,Otilla,2529,1685.41,33.35666271,,12.930631,100.881292,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,88,12.9200525,100.7855,6/15/2026,Losing,Pattaya,6687289,The Seacret Kohlarn,,Otilla,2826,6566.61,-132.3641189,,12.923352,100.784348,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,88,12.938158,100.888657,6/15/2026,Losing,Pattaya,1226362,The Seasons Pattaya,Independent,Otilla,2810,2827.13,-0.609608541,,12.938158,100.888653,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,88,12.94653,100.8893,6/15/2026,Losing,Pattaya,1692986,Sindy Room & Hostel,,Otilla,2532,2634.08,-4.031595577,,12.94654,100.88937,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,89,12.7770691,100.903969,6/15/2026,Winning,Pattaya,1940370,Oceanphere Pattaya Villa,,Otilla,16110,12098.81,24.89875854,,12.77242,100.907018,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,89,12.93506,100.885536,6/15/2026,Losing,Pattaya,1272063,Highfive Hotel,Independent,Otilla,2447,2985.33,-21.99959134,,12.93506,100.885533,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,90,12.91571,100.783981,6/15/2026,Losing,Pattaya,6464860,Rakchayanin Resort Koh Larn,,Otilla,2813,7469.73,-165.5431923,,12.919842,100.784934,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,90,12.9255209,100.862656,6/15/2026,Losing,Pattaya,1093657,InterContinental Pattaya Resort by IHG,IHG,Otilla,17906,18163.25,-1.436669273,,12.925521,100.862657,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,91,12.8970146,100.87178,6/15/2026,Losing,Pattaya,1023440,LEK Jomtien Hotel,Independent,Otilla,2003,2007.83,-0.241138293,,12.897015,100.871784,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,91,12.95715,100.890541,6/15/2026,Winning,Pattaya,1612239,Blue Boat Hotel JC,Independent,Otilla,2545,2399.69,5.709626719,,12.95715,100.89054,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,92,12.9192,100.870117,6/15/2026,Losing,Pattaya,6487937,2 Bed Room High Floor Sea View Unit,,Otilla,4807,4906.46,-2.069065945,,12.919267,100.870115,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,92,12.927475,100.889679,6/15/2026,Losing,Pattaya,6113593,OYO 458 Nakorn Siam Boutique,OYO Rooms,Otilla,1161,1299.36,-11.91731266,,12.927475,100.889678,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,92,12.9288588,100.884537,6/15/2026,Losing,Pattaya,1692912,D Apartment 2,Independent,Otilla,2485,3170.9,-27.60160966,,12.934329,100.888295,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,93,12.9130764,100.875748,6/15/2026,Winning,Pattaya,5259485,JOOPLAND Luxury Pool Villa Pattaya Walking Street 6 Bedrooms,Independent,Otilla,46393,26249.87,43.4184683,,12.912007,100.875555,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,93,12.9319363,100.883041,6/15/2026,Losing,Pattaya,1078027,Robin s Nest Guesthouse & Restaurant,Independent,Otilla,2538,2890.13,-13.87431048,,12.92938,100.8842,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,93,12.9479132,100.896637,6/15/2026,Losing,Pattaya,1425793,SN Plus Hotel - SHA Plus,Independent,Otilla,3114,3353.85,-7.702312139,,12.947913,100.896634,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,94,12.88559,100.881378,6/15/2026,Losing,Pattaya,6276177,Y.O.K Guest house jomtien,,Otilla,1594,1752.1,-9.918444166,,12.885127,100.880898,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,95,12.917923,100.857117,6/15/2026,Losing,Pattaya,1451881,The Monttra Pattaya,Independent,Otilla,8362,8784.3,-5.050227218,,12.917923,100.857118,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,95,12.9242029,100.788773,6/15/2026,Losing,Pattaya,5147856,Samanta By The Sea - Adults Only,Independent,Otilla,3325,3353.79,-0.865864662,,12.924203,100.788772,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,96,12.8708057,100.889709,6/15/2026,Losing,Pattaya,6200047,Aeras Beach Front Jomtien,,Otilla,26475,26655.16,-0.680491029,,12.870806,100.889711,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,96,12.8937311,100.876595,6/15/2026,Losing,Pattaya,6241462,Frankie s Inn,,Otilla,1856,1869.94,-0.751077586,,12.893731,100.876591,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,96,12.9111748,100.859955,6/15/2026,Losing,Pattaya,1450187,Patamnak Beach Guesthouse,OYO Rooms,Otilla,1585,1588.47,-0.218927445,,12.911175,100.859952,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,96,12.9312449,100.883743,6/15/2026,Losing,Pattaya,1687206,NewStar Hotel,Independent,Otilla,2372,2446.62,-3.145868465,,12.931063,100.883766,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,97,12.8977661,100.872566,6/15/2026,Losing,Pattaya,5013122,Scandia beach hotel,,Otilla,728,1538.63,-111.3502747,,12.897557,100.872552,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,97,12.901144,100.902351,6/15/2026,Losing,Pattaya,1386716,Baan Kaew Ruen Kwan,Independent,Otilla,1499,1587.62,-5.911941294,,12.90153,100.90273,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,97,12.925705,100.872955,6/15/2026,Winning,Pattaya,6530797,Royal BJ Hotel,,Otilla,1952,1946.22,0.296106557,,12.925705,100.872954,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,98,12.8734379,100.88797,6/15/2026,Losing,Pattaya,1453496,Royal Heritage Pavillion,Independent,Otilla,2958,3803.89,-28.59668695,,12.873438,100.887972,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,98,12.9165764,100.784752,6/15/2026,Winning,Pattaya,6495267,Rang Noknoy Resort at Koh Larn,,Otilla,3686,3681.62,0.118827998,,12.916637,100.78439,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,98,12.9326372,100.895287,6/15/2026,Winning,Pattaya,1853370,DeeProm Pattaya Hotel,Independent,Otilla,2679,2629.47,1.848824188,,12.932744,100.894912,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,98,12.9650879,100.894707,6/15/2026,Winning,Pattaya,6396876,D Eco Wellness Center,,Otilla,3135,2974.05,5.133971292,,12.965248,100.895881,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,99,12.8352537,100.91272,6/15/2026,Winning,Pattaya,1389395,Mövenpick Siam Hotel Na Jomtien Pattaya,Accor,Otilla,12224,12082.82,1.154941099,,12.833263,100.909103,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.6983,100.956,6/15/2026,Losing,Pattaya,1386728,Grand Hotel,Independent,Otilla,1976,3842.63,-94.46508097,,12.926522,100.874193,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.7757282,100.907875,6/15/2026,Losing,Pattaya,6198642,Sand Dollar Boutique Hotel,,Otilla,7437,7486.96,-0.671776254,,12.775728,100.907872,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.7793112,100.9045,6/15/2026,Losing,Pattaya,1093258,Sea Sand Sun Resort and Villas,Independent,Otilla,13618,17092.57,-25.51453958,,12.779311,100.904503,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.7859621,100.906471,6/15/2026,Losing,Pattaya,1015435,Sunset Village Beach Resort,Independent,Otilla,11811,11869.19,-0.492676319,,12.785962,100.90647,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.7910347,100.911026,6/15/2026,Winning,Pattaya,5017429,"ANDAZ PATTAYA JOMTIEN BEACH, BY HYATT",Hyatt Hotels,Otilla,31419,31331.19,0.279480569,,12.791837,100.911365,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.7950907,100.910072,6/15/2026,Losing,Pattaya,1080417,Sunset Park Resort and Spa by SWR,Independent,Otilla,9577,10880.6,-13.61177822,,12.795091,100.91007,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8051071,100.915207,6/15/2026,Losing,Pattaya,5028893,Collection O To The Sea Resort Thailand,OYO Hotels New,Otilla,839,1424.46,-69.7806913,,12.805176,100.915288,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8277283,100.91021,6/15/2026,Losing,Pattaya,1180510,Ocean Marina Resort Pattaya Jomtien,Independent,Otilla,10888,10952.29,-0.590466569,,12.827728,100.910209,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8324614,100.910637,6/15/2026,Losing,Pattaya,1242823,Ravindra Beach Resort And Spa,Sunshine Hotels & Resorts,Otilla,8450,8748.53,-3.532899408,,12.832461,100.910637,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.83264,100.909828,6/15/2026,Losing,Pattaya,1255141,Dor-Shada Resort By The Sea,Independent,Otilla,8798,9106.2,-3.503068879,,12.832567,100.909778,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8401432,100.906982,6/15/2026,Losing,Pattaya,5004330,Ana Anan Resort & Villas Pattaya,Independent,Otilla,9133,9147.69,-0.160845286,,12.840077,100.907082,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.840538,100.911217,6/15/2026,Losing,Pattaya,1815910,Ambassador City Jomtien Pattaya - Ocean Wing,Independent,Otilla,5467,5548.97,-1.499359795,,12.840538,100.911217,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8414831,100.905312,6/15/2026,Winning,Pattaya,5004365,Bayphere Hotel Pattaya,Best Western,Otilla,6143,5987.29,2.534755006,,12.841482,100.905388,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8444,100.905884,6/15/2026,Losing,Pattaya,1419900,B2 Sea View Pattaya,Independent,Otilla,1942,1963.65,-1.114830072,,12.8444,100.90623,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8488407,100.901688,6/15/2026,Winning,Pattaya,6198225,The Journey Resort,,Otilla,10746,10729.27,0.155685837,,12.84885,100.90303,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8491974,100.917725,6/15/2026,Winning,Pattaya,6436681,Southern Peak Pool Villa HuayYai Pattaya,,Otilla,28161,28128.09,0.116863748,,12.849197,100.917727,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.85084,100.901,6/15/2026,Losing,Pattaya,1148835,Pinnacle Grand Jomtien Resort and Beach Club,Independent,Otilla,4194,4215.23,-0.506199332,,12.851374,100.903553,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8554935,100.899231,6/15/2026,Losing,Pattaya,1457182,Saisawan Beach Resort,Independent,Otilla,6436,7013.44,-8.972032318,,12.855494,100.899231,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.85937,100.897018,6/15/2026,Losing,Pattaya,1394271,Veranda Resort Pattaya - MGallery,Accor,Otilla,9403,9626.91,-2.3812613,,12.85937,100.89702,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8596716,100.896935,6/15/2026,Losing,Pattaya,5036432,Veranda Beachfront Residence Pattaya,,Otilla,5169,5526.18,-6.910040627,,12.859233,100.896885,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8614292,100.896095,6/15/2026,Losing,Pattaya,1427176,D at Sea Hotel,Independent,Otilla,1714,2184.45,-27.44749125,,12.861429,100.896098,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8634338,100.894768,6/15/2026,Losing,Pattaya,6456488,"Jomtien Sands Residence - Beachfront, Relax &amp; Amazing Seafood Dining",,Otilla,1243,1339.72,-7.781174578,,12.863434,100.894769,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.86367,100.895088,6/15/2026,Winning,Pattaya,1386712,5iVE Beach House Hotel,Independent,Otilla,2382,2248.3,5.612930311,,12.86367,100.89509,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.86456,100.901031,6/15/2026,Winning,Pattaya,1421563,B2 Jomtien Pattaya Boutique & Budget Hotel,Independent,Otilla,1963,1960.01,0.152317881,,12.86456,100.90103,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.865737,100.892883,6/15/2026,Losing,Pattaya,1824257,U Jomtien Pattaya,Independent,Otilla,9205,9631.25,-4.630635524,,12.865737,100.892885,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.865799,100.896545,6/15/2026,Winning,Pattaya,1387358,Centara Life Maris Resort Jomtien,Centara,Otilla,3358,3310.31,1.42019059,,12.865896,100.896615,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8662481,100.893089,6/15/2026,Losing,Pattaya,1473489,Rodina Beach Hotel,Independent,Otilla,3092,4953.99,-60.21959897,,12.866248,100.893086,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.86653,100.892776,6/15/2026,Losing,Pattaya,1649988,Zand Morada Pattaya,Independent,Otilla,3587,3604.03,-0.474770003,,12.86653,100.89278,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.867384,100.894279,6/15/2026,Losing,Pattaya,6481535,Baan Talay Home Jomtien Beach,,Otilla,17644,17785.02,-0.79925187,,12.867384,100.894277,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8677969,100.895432,6/15/2026,Losing,Pattaya,1706755,Vattui Beach Villa Jomtien,Independent,Otilla,11342,12113.35,-6.800828778,,12.867797,100.895432,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8696156,100.89151,6/15/2026,Losing,Pattaya,6508774,Residence Veranda By Thita,,Otilla,8714,8791.24,-0.886389718,,12.869616,100.891511,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8715343,100.889183,6/15/2026,Losing,Pattaya,1164607,Natural Park Resort,Independent,Otilla,3914,3924.35,-0.26443536,,12.871645,100.889199,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8719025,100.890663,6/15/2026,Losing,Pattaya,1610308,Fortune Pattaya Resort,OYO Rooms,Otilla,2813,3022.18,-7.436189122,,12.871644,100.890186,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8721237,100.888763,6/15/2026,Losing,Pattaya,1023531,Seaside Jomtien Beach,Independent,Otilla,3005,3257.75,-8.410981697,,12.871928,100.88901,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.87242,100.888748,6/15/2026,Losing,Pattaya,1823103,Golden Jomtien Beach Hotel,,Otilla,3865,4216.37,-9.091073739,,12.87242,100.888749,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.873085,100.89045,6/15/2026,Losing,Pattaya,1423843,Lotusland Resort,Independent,Otilla,1917,1927.03,-0.523213354,,12.87285,100.88925,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8735256,100.887871,6/15/2026,Winning,Pattaya,1895957,Royal Thai Pavilion Jomtien Boutique Resort,,Otilla,5478,5276.36,3.68090544,,12.873526,100.887867,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.87412,100.8939,6/15/2026,Winning,Pattaya,1391864,Inrawadee Resort,Independent,Otilla,2783,2752.58,1.093065038,,12.87412,100.8939,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8749228,100.887573,6/15/2026,Losing,Pattaya,6202119,Pooh Beach Resort & Spa,,Otilla,2142,3127.84,-46.02427638,,12.874923,100.887575,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.876174,100.886429,6/15/2026,Losing,Pattaya,1689550,Jomtien Hisotel,Independent,Otilla,1433,1455.04,-1.5380321,,12.87622,100.886045,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8763981,100.885857,6/15/2026,Losing,Pattaya,1639476,The Pat Hotel,Independent,Otilla,1805,1808.68,-0.203878116,,12.876392,100.885885,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.87662,100.885635,6/15/2026,Losing,Pattaya,1687207,Blue House Beach,Independent,Otilla,2231,2377.09,-6.548184671,,12.87662,100.885639,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8770342,100.886971,6/15/2026,Losing,Pattaya,6697926,NG Hotel,,Otilla,2287,2484.14,-8.620026235,,12.877055,100.886959,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8771029,100.8853,6/15/2026,Losing,Pattaya,1440980,Beach Gallery House,Independent,Otilla,5040,5364.17,-6.431944444,,12.877103,100.885297,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8775549,100.885895,6/15/2026,Losing,Pattaya,1411412,Honey House 3,Independent,Otilla,2354,2368.03,-0.596006797,,12.877555,100.885894,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.87756,100.884987,6/15/2026,Losing,Pattaya,1223217,Quarter 09 Beach,Independent,Otilla,2062,2072.83,-0.525218235,,12.876616,100.885941,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.87765,100.887657,6/15/2026,Winning,Pattaya,6598104,The 38 Pool Villas Pattaya,,Otilla,50444,50383.36,0.120212513,,12.87765,100.88766,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.878,100.885162,6/15/2026,Losing,Pattaya,1612397,Bay Beach Resort,Independent,Otilla,3865,3939.07,-1.916429495,,12.878,100.88516,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8780336,100.8848,6/15/2026,Losing,Pattaya,6485659,VS Beachfront,,Otilla,2786,2811,-0.897343862,,12.878234,100.88453,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.878438,100.906937,6/15/2026,Losing,Pattaya,6438812,Karisma Private Villa Pattaya,,Otilla,10893,11114.64,-2.034701184,,12.878445,100.906937,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8788137,100.890732,6/15/2026,Losing,Pattaya,1680345,Sonia Residence,Independent,Otilla,2368,2402.52,-1.45777027,,12.878814,100.890734,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8794527,100.9074,6/15/2026,Losing,Pattaya,6262747,AnB Poolvilla Grand Modern 3BR Jomtien,,Otilla,17793,19069.7,-7.175293655,,12.879453,100.907403,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8798676,100.883949,6/15/2026,Losing,Pattaya,1262012,D Varee Jomtien Beach,Independent,Otilla,4175,4227.51,-1.257724551,,12.880394,100.8842,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8805208,100.902664,6/15/2026,Losing,Pattaya,6481533,Penny - Farthing Pool Villa,,Otilla,60553,72265.89,-19.34320347,,12.880555,100.902656,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8807478,100.885681,6/15/2026,Winning,Pattaya,6264577,S Club & Hotel,,Otilla,1770,1756.74,0.749152542,,12.880748,100.885684,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8810053,100.885925,6/15/2026,Winning,Pattaya,6198358,The Tj Hotel,,Otilla,2759,2750.5,0.308082639,,12.881083,100.885898,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8810415,100.8846,6/15/2026,Losing,Pattaya,6065200,Dojo Pool Villa,,Otilla,14884,15019.7,-0.91171728,,12.881097,100.884634,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8812313,100.887245,6/15/2026,Losing,Pattaya,1426964,I-Talay Resort,Independent,Otilla,3181,4309.61,-35.47972336,,12.88142,100.887451,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8814268,100.881943,6/15/2026,Losing,Pattaya,1417073,The Jomtien Twelve,Independent,Otilla,3940,4027.57,-2.222588832,,12.881519,100.88199,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.88154,100.886665,6/15/2026,Losing,Pattaya,6172509,HT9 Hotel,Independent,Otilla,3740,3835.37,-2.55,,12.88154,100.886665,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8818684,100.89254,6/15/2026,Losing,Pattaya,1639400,The Sala Pattaya,Independent,Otilla,6485,6794.63,-4.774556669,,12.881868,100.892542,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.88198,100.882431,6/15/2026,Losing,Pattaya,1226470,Sarita Chalet & Spa,Independent,Otilla,2485,2746.56,-10.52555332,,12.882161,100.881614,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8824425,100.882813,6/15/2026,Losing,Pattaya,1597321,Sea Crest By Jomtien,Independent,Otilla,3160,3217.78,-1.828481013,,12.882236,100.882393,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8825817,100.882912,6/15/2026,Winning,Pattaya,6541608,Mandala beach villa Jomtiean Pattaya,,Otilla,11756,11680.15,0.64520245,,12.88198,100.881983,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8833466,100.882515,6/15/2026,Losing,Pattaya,6582641,J Star,,Otilla,2825,2912.79,-3.107610619,,12.883376,100.882561,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.88343,100.883171,6/15/2026,Losing,Pattaya,1473628,Jomtien Hostel,Independent,Otilla,1726,1738,-0.695249131,,12.883701,100.883569,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.88415,100.879982,6/15/2026,Losing,Pattaya,6463073,"Happy Jomtien - Direct Beach Access, Sea View & Central Location",,Otilla,1336,1428.02,-6.887724551,,12.884187,100.879904,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8842039,100.883354,6/15/2026,Losing,Pattaya,1491989,Z by Zing,Independent,Otilla,1855,1878.18,-1.249595687,,12.884204,100.883355,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8847933,100.880966,6/15/2026,Winning,Pattaya,1449550,Inn Residence Serviced Suites,Independent,Otilla,3928,3923.32,0.119144603,,12.882715,100.882543,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8853064,100.881187,6/15/2026,Losing,Pattaya,1842247,Happy Bou Jomtien,Independent,Otilla,2155,2199.23,-2.052436195,,12.885306,100.881184,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8853531,100.890457,6/15/2026,Winning,Pattaya,1823462,Busaba House,,Otilla,7858,7791.44,0.847034869,,12.885353,100.890459,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8855,100.881592,6/15/2026,Winning,Pattaya,6464618,Matcha House Jomtien Pattaya,,Otilla,1588,1586.2,0.113350126,,12.8855,100.881594,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8857813,100.8786,6/15/2026,Losing,Pattaya,1150461,Grand Jomtien Palace Hotel,Independent,Otilla,6438,6456.76,-0.291394843,,12.885781,100.878599,< 10 days,Friday,Saturday
2026-06-19,2026-06-20,100,12.8859634,100.882149,6/15/2026,Losing,Pattaya,1185967,Welcome Jomtien Beach Hotel,Independent,Otilla,2698,2841.9,-5.33358043,,12.885963,100.882148,< 10 days,Friday,Saturday
